CNPJ Entidade	Nome Entidade	Número Convênio	Órgão Concedente	Motivo Impedimento
02161201000104	INSTITUTO TREINAR DE EDUCACAO E TECNOLOGIA	591757	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02167270000117	ASSOCIACAO DOS PRODUTORES RURAIS DO ASSENTAMENTO DA FAZ	504353	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA EXECUÇÃO
02168508000129	INSTITUTO PRO ACAO	704553	MINISTERIO DO ESPORTE	SICONV (MOTIVO NÃO ESPECIFICADO)
02168943000153	FUNDACAO DE EDUCACAO TECNOLOGIGA E CULTURAL DA PARAIBA	636496	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
02176472000125	ASSOCIACAO SERVICOS E COOPERACAO COM O POVO YANOMANI-SE	412663	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02176472000125	ASSOCIACAO SERVICOS E COOPERACAO COM O POVO YANOMANI-SE	449013	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02176472000125	ASSOCIACAO SERVICOS E COOPERACAO COM O POVO YANOMANI-SE	523117	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02181896000188	ORGANIZACAO SOCIAL CIVIL PARA O DESENVOLVIMENTO ECONOMI	507350	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02181896000188	ORGANIZACAO SOCIAL CIVIL PARA O DESENVOLVIMENTO ECONOMI	512965	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURAÇÃO DE TCE
02181896000188	ORGANIZACAO SOCIAL CIVIL PARA O DESENVOLVIMENTO ECONOMI	519104	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02181929000190	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA	480846	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02181929000190	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA	518072	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02181929000190	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA	520756	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02194683000190	ASSOCIACAO FLORA BRASIL	649503	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02197495000116	INSTITUTO IPAD	412341	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02197495000116	INSTITUTO IPAD	427183	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02197495000116	INSTITUTO IPAD	429182	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02197495000116	INSTITUTO IPAD	430447	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02197495000116	INSTITUTO IPAD	430458	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02197495000116	INSTITUTO IPAD	484985	MINISTERIO DO ESPORTE	IRREGULARIDADES NA EXECUÇÃO
02197495000116	INSTITUTO IPAD	487332	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02197495000116	INSTITUTO IPAD	515510	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
02197495000116	INSTITUTO IPAD	517017	MINISTERIO DO ESPORTE	INSTAURAÇÃO DE TCE
02197495000116	INSTITUTO IPAD	542422	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
02197495000116	INSTITUTO IPAD	609169	MINISTERIO DAS CIDADES	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02203539000173	FUNDACAO ASSIS GURGACZ	522242	MINISTERIO DAS COMUNICACOES	INSTAURAÇÃO DE TCE
02228904000102	ORGANIZACAO DOURADENSE DE ASSOCIACOES COMUNITARIAS	609153	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02234129000190	VALEFRUTAS ASSOCIACAO PARA DESENVOLVIMENTO DO AGRONEGOC	365353	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURAÇÃO DE TCE
02234465000132	DESAFIO JOVEM DE SERGIPE	617559	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02238666000108	ASSOCIACAO DE MUNICIPALIDADES MINEIRAS - AMM	633990	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02246493000170	ASSOCIACAO LIMEIRENSE DE JOIAS	735333	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
02250417000138	AGAP-ES ASSOCIACAO DE GARANTIA AO ATLETA PROFISSIONAL D	347547	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02250922000182	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MAGALHA	426963	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
02251216000155	INSTITUTO DE DESENVOLVIMENTO DA AQUICULTURA DE MATO GRO	337347	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02258368000180	ASSOCIACAO DE TURISMO DE ARRAIAL DO CABO	564958	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
02258984000130	ASSOCIACAO DE MULHERES TRABALHADORAS RURAIS DA REGIAO S	764373	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
02260953000114	CENTRO DE ESTUDOS E ACOES SOLIDARIAS DA MARE	522916	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02273710000110	FUNDACAO BELO HORIZONTE TURISMO E EVENTOS	702755	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02282215000178	INSTITUTO MANGUE VERDE	415419	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02289893000162	ASSOCIACAO DE PRODUTORES POVOADO LAGOA DA PEDRA	650619	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECUÇÃO
02296511000128	ASSOCIACAO ATLETICA DOIS MIL E ONZE ESPORTE CLUBE	541253	MINISTERIO DO ESPORTE	INSTAURAÇÃO DE TCE
02301859000166	INSTITUTO DE PESQUISA E DESENV. INTEGRAL DA NATUREZA	749290	MINISTERIO DA PESCA E AQUICULTURA	SICONV (MOTIVO NÃO ESPECIFICADO)
02303023000109	SOCIEDADE AMBIENTALISTA DE AGUAS LINDAS DE GOIAS DR. EN	487484	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02307304000121	SINDICATO RURAL DE SAO DOMINGOS	565562	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02307304000121	SINDICATO RURAL DE SAO DOMINGOS	632935	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02307795000100	ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS	524174	MINISTERIO DA CULTURA	INSTAURAÇÃO DE TCE
02307795000100	ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS	570494	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02307795000100	ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS	571437	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02307795000100	ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS	574746	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
02307795000100	ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS	576934	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02308185000121	ASSOCIACAO DOS ASSENTADOS DO PA DA FAZ MANGAL	504231	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA EXECUÇÃO
02311632000100	CENTRO DE ATIVIDADES EM ARTE CULTURA E OFICIO	389755	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02316346000129	ASSOCIACAO DOS ARTESAOS DE ASSIS	542975	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02318140000138	GRUPO GAY DE ALAGOAS	569273	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02320170000189	ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS 17 DE ABRIL	469521	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02321220000142	CENTRO CULTURAL JOSE SARNEY	430450	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURAÇÃO DE TCE
02321250000159	CENTRO DE DESENVOLVIMENTO CULTURAL E EDUCACIONAL	431970	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02328605000131	INDEP - INSTITUTO NACIONAL DE DESENVOLVIMENTO ESTUDOS E	402939	MINISTERIO DO TRABALHO E EMPREGO	INSTAURAÇÃO DE TCE
02328605000131	INDEP - INSTITUTO NACIONAL DE DESENVOLVIMENTO ESTUDOS E	424028	MINISTERIO DO TRABALHO E EMPREGO	INSTAURAÇÃO DE TCE
02331533000181	FUNDACAO DE APOIO A CIENCIA, TECNOLOGIA E EDUCACAO - FA	469879	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
02331533000181	FUNDACAO DE APOIO A CIENCIA, TECNOLOGIA E EDUCACAO - FA	579010	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
02334610000157	INSTITUTO EDUCACIONAL,CULTURAL,DE FORMACAO PROFISSIONAL	596988	MINISTERIO DO DESENV,IND. E COMERCIO EXTERIOR	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02337161000109	GRUPO DE ASSESSORIA EM AGROECOLOGIA NA AMAZONIA	465879	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA EXECUÇÃO
02337161000109	GRUPO DE ASSESSORIA EM AGROECOLOGIA NA AMAZONIA	528364	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
02343575000132	ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DA COMUNIDADE	543707	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECUÇÃO
02355615000166	INSTITUTO EUVALDO LODI-NUCLEO REGIONAL DO AMAPA.	579923	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
02369669000180	ASSOCIACAO COMUNITARIA INDIGINA GUARANI TJERU MIRIM BA'	586475	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02373968000199	FUNDACAO INSTITUTO DE BIODIVERSIDADE E MANEJO DE ECOSSI	416830	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA EXECUÇÃO
02375913002242	COMISSAO PASTORAL DA TERRA	517884	MINISTERIO DA PESCA E AQUICULTURA	IRREGULARIDADES NA EXECUÇÃO
02375913002242	COMISSAO PASTORAL DA TERRA	524875	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
02378205000130	ASSOCIACAO RECREATIVA, DESPORTIVA E CULTURAL DO RECANTO	525945	MINISTERIO DO ESPORTE	INSTAURAÇÃO DE TCE
02394180000169	ARGONAUTAS AMBIENTALISTAS DA AMAZONIA	576295	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
02394180000169	ARGONAUTAS AMBIENTALISTAS DA AMAZONIA	577290	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
02394180000169	ARGONAUTAS AMBIENTALISTAS DA AMAZONIA	621635	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02399093000102	ASSOCIACAO CULTURAL AMBIENTAL CAMETAOARA ACAC	365784	MINISTERIO DO DESENV,IND. E COMERCIO EXTERIOR	INSTAURAÇÃO DE TCE
02406518000155	CEABRA COLETIVO DE EMPRESARIOS E EMPREENDEDORES AFRO-BR	511792	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECUÇÃO
02406518000155	CEABRA COLETIVO DE EMPRESARIOS E EMPREENDEDORES AFRO-BR	530834	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECUÇÃO
02406518000155	CEABRA COLETIVO DE EMPRESARIOS E EMPREENDEDORES AFRO-BR	572782	MINISTERIO DO ESPORTE	IRREGULARIDADES NA EXECUÇÃO
02406518000155	CEABRA COLETIVO DE EMPRESARIOS E EMPREENDEDORES AFRO-BR	638198	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECUÇÃO
02408288000163	MOVIMENTO ARTISTICO FILHOS DA SERRA	555598	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02414864000185	INSTITUTO PROJETO VIVER	734024	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02414864000185	INSTITUTO PROJETO VIVER	737579	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02416443000193	ASSOCIACAO RURAL DE NOVA AURORA - PARANA	571459	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02427944000175	ASSOCIACAO DOS PEQUENOS PRODUTORES DO P.A. CAPAO BONITO	470875	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
02439954000120	COLETIVO DE EMPRESARIOS E EMPREENDEDORES AFRO-BRASILEIR	579040	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02439954000120	COLETIVO DE EMPRESARIOS E EMPREENDEDORES AFRO-BRASILEIR	748024	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
02440512000102	INSTITUTO DE DESENVOLVIMENTO EMPRESARIAL , SOCIAL E PRO	623015	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
02440859000147	FIPTUR FESTIVAL INTERNACIONAL DO TURISMO E ECOLOGIA	509709	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
02440859000147	FIPTUR FESTIVAL INTERNACIONAL DO TURISMO E ECOLOGIA	559303	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
02444935000192	ASSOCIACAO DE APOIO A SAUDE E AO SOCIAL - AASS	507221	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02444935000192	ASSOCIACAO DE APOIO A SAUDE E AO SOCIAL - AASS	520824	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
02445796000111	ASSOCIACAO AGRO-EXTRATIVISTA DE AUATI-PARANA	538570	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02448123000115	INSTITUTO OCEANUS	523005	MINISTERIO DA PESCA E AQUICULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02450677000157	ASBRAD - ASSOCIACAO BRASILEIRA DE DEFESA DA MULHER, DA	737538	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
02451349000175	ASSOCIACAO IPE ROSA (GLST) GAYS, LESBICAS, SIMPATIZANTE	523733	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02459455000103	FUNDACAO CULTURA / ECOLOGICA CA & BA	577221	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
02459862000102	ASSOCIACAO RURAL DE CACOAL - ARCA	509407	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURAÇÃO DE TCE
02461167000185	ASSOCIACAO ARTISTICO CULTURAL NHANDEVA	752171	MINISTERIO DA CULTURA	SICONV (MOTIVO NÃO ESPECIFICADO)
02461815000101	CENTRAL DE ARTICULACAO DO VOLUNTARIADO	473293	MINISTERIO DO MEIO AMBIENTE	INSTAURAÇÃO DE TCE
02479220000175	FEDERACAO DAS ENTIDADES APICOLAS DO PIAUI	527177	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECUÇÃO
02482089000103	CENTRO DE REFERENCIA DE ESTUDOS AFRO-BRASILEIROS DO SUL	631468	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02488347000150	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DO ESTADO DO	520547	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURAÇÃO DE TCE
02488347000150	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DO ESTADO DO	550857	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURAÇÃO DE TCE
02488453000134	MOVIMENTO HIP HOP ORGANIZADO DO BRASIL (MH2O DO BRASIL)	517354	MINISTERIO DO TRABALHO E EMPREGO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
02490190000106	FUNDACAO INSTITUTO DE HOSPITALIDADE	514785	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
02490190000106	FUNDACAO INSTITUTO DE HOSPITALIDADE	553488	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
02490190000106	FUNDACAO INSTITUTO DE HOSPITALIDADE	592371	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
02490459000146	ASSOCIACAO REGIONAL DE COOPERACAO AGRICOLA DO CENTRO OE	404610	MINISTERIO DO MEIO AMBIENTE	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
02492253000155	FUNDACAO DE ASSISTENCIA AO DETENTO FADE	355040	MINISTERIO DA JUSTICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02493703000124	CENTRO DE ESTUDOS EM SAUDE E TRABALHO - CEST	506801	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02494203000107	FUNDACAO DA INTEGRACAO CULTURAL VIANENSE - FICV	554539	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02510326000194	ASSOCIACAO AMIGOS DOS MUSEUS DO PARA	752175	MINISTERIO DA CULTURA	SICONV (MOTIVO NÃO ESPECIFICADO)
02513896000138	CENTRO DE DESENVOLVIMENTO COMUNITARIO DE LAGOA DE DENTR	367844	MINISTERIO DO DESENV,IND. E COMERCIO EXTERIOR	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02515972000144	TRISOFT - NUCLEO DE TECNOLOGIA DO TRIANGULO	473022	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
02516389000158	ASSOCIACAO BRASILEIRA PROFISSIONALIZANTE, CULTURAL, E D	452026	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
02516389000158	ASSOCIACAO BRASILEIRA PROFISSIONALIZANTE, CULTURAL, E D	557213	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02516389000158	ASSOCIACAO BRASILEIRA PROFISSIONALIZANTE, CULTURAL, E D	580878	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02517190000144	FUNDACAO NACIONAL DO MEIO AMBIENTE DR ERNESTO PEREIRA L	539527	MINISTERIO DA JUSTICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02519063000184	ASSOC.DOS ARBITROS DE DESPORTOS AMADORES DE PERNAMBUCO	702426	MINISTERIO DO ESPORTE	SICONV (MOTIVO NÃO ESPECIFICADO)
02519717000170	FUNDACAO RICARDO FRANCO	554089	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
02539642000199	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BREJO -	526954	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
02548582000170	INSTITUTO BEIJA FLOR DE CULTURA ARTE EDUCACAO AMBIENTAL	703034	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02552958000110	SOCIEDADE GOIANA DE VETERINARIA	313928	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02555288000196	DISTRITO DE IRRIGACAO DO PERIMETRO COTINGUIBA / PINDORA	527820	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECUÇÃO
02560332000156	INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL	638052	MINISTERIO DA CULTURA	INSTAURAÇÃO DE TCE
02560332000156	INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL	705801	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02560332000156	INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL	716538	MINISTERIO DO DESENVOLVIMENTO AGRARIO	SICONV (MOTIVO NÃO ESPECIFICADO)
02560332000156	INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL	719505	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02560332000156	INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL	734460	MINISTERIO DA CULTURA	SICONV (MOTIVO NÃO ESPECIFICADO)
02560332000156	INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL	743399	MINISTERIO DA CULTURA	SICONV (MOTIVO NÃO ESPECIFICADO)
02560561000170	ASSOCIACAO DO PROJETO DOS ASSENTAMENTOS QUINGINBE/FLORE	513508	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02560870000140	ECOM - ECOLOGIA & COMUNICACAO	423849	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA EXECUÇÃO
02560870000140	ECOM - ECOLOGIA & COMUNICACAO	430460	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA EXECUÇÃO
02565252000193	ASSOCIACAO DE MULHERES EMPREENDEDORAS DO BRASIL - AMEBR	577449	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02571892000106	ASSOCIACAO ESCOLA BRASIL PROFISSIONAL	600343	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
02575919000139	INSTITUTO TERRA DE PRESERVACAO AMBIENTAL	544630	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02576080000153	ASSOCIACAO DOS IDOSOS DE TAGUATINGA DF	580086	MINISTERIO DO ESPORTE	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
02579043000107	MBC MOVIMENTO BRASILEIRO DE CORDEL	709741	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02582747000120	ASSOCIACAO DE MORADORES DO CAMPINHO	700256	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
02582747000120	ASSOCIACAO DE MORADORES DO CAMPINHO	700257	MINISTERIO DO DESENVOLVIMENTO AGRARIO	SICONV (MOTIVO NÃO ESPECIFICADO)
